unique_id,DateTime,Date,Time,Message,DayOfWeek,TimeOfDay,Snooze_Ratio,AlarmDismissed_Ratio,Duration
118,2023-11-26 08:40:01,2023-11-26,08:40:01,Snooze,Sunday,Morning,0.4,0.2,00:31:20
118,2023-11-26 08:50:00,2023-11-26,08:50:00,Triggered,Sunday,Morning,0.4,0.2,00:31:20
118,2023-11-26 09:00:00,2023-11-26,09:00:00,Snooze,Sunday,Morning,0.4,0.2,00:31:20
118,2023-11-26 09:01:20,2023-11-26,09:01:20,Alarm dismissed,Sunday,Morning,0.4,0.2,00:31:20
119,2023-11-27 08:30:00,2023-11-27,08:30:00,Triggered,Monday,Morning,0.3333333333333333,0.3333333333333333,00:00:17
119,2023-11-27 08:30:08,2023-11-27,08:30:08,Snooze,Monday,Morning,0.3333333333333333,0.3333333333333333,00:00:17
119,2023-11-27 08:30:17,2023-11-27,08:30:17,Alarm dismissed,Monday,Morning,0.3333333333333333,0.3333333333333333,00:00:17
120,2023-11-28 08:30:00,2023-11-28,08:30:00,Triggered,Tuesday,Morning,0.0,0.5,00:00:29
120,2023-11-28 08:30:29,2023-11-28,08:30:29,Alarm dismissed,Tuesday,Morning,0.0,0.5,00:00:29
121,2023-11-29 08:30:00,2023-11-29,08:30:00,Triggered,Wednesday,Morning,0.0,0.5,00:00:28
121,2023-11-29 08:30:28,2023-11-29,08:30:28,Alarm dismissed,Wednesday,Morning,0.0,0.5,00:00:28
122,2023-12-02 08:30:17,2023-12-02,08:30:17,Triggered,Saturday,Morning,0.0,0.5,00:08:02
122,2023-12-02 08:38:19,2023-12-02,08:38:19,Alarm dismissed,Saturday,Morning,0.0,0.5,00:08:02
123,2023-12-03 08:30:00,2023-12-03,08:30:00,Triggered,Sunday,Morning,0.3333333333333333,0.16666666666666666,00:30:14
123,2023-12-03 08:30:28,2023-12-03,08:30:28,Snooze,Sunday,Morning,0.3333333333333333,0.16666666666666666,00:30:14
123,2023-12-03 08:40:00,2023-12-03,08:40:00,Triggered,Sunday,Morning,0.3333333333333333,0.16666666666666666,00:30:14
123,2023-12-03 08:50:00,2023-12-03,08:50:00,Snooze,Sunday,Morning,0.3333333333333333,0.16666666666666666,00:30:14
123,2023-12-03 09:00:00,2023-12-03,09:00:00,Triggered,Sunday,Morning,0.3333333333333333,0.16666666666666666,00:30:14
123,2023-12-03 09:00:14,2023-12-03,09:00:14,Alarm dismissed,Sunday,Morning,0.3333333333333333,0.16666666666666666,00:30:14
124,2023-12-04 08:30:00,2023-12-04,08:30:00,Triggered,Monday,Morning,0.25,0.25,00:20:20
124,2023-12-04 08:40:00,2023-12-04,08:40:00,Snooze,Monday,Morning,0.25,0.25,00:20:20
124,2023-12-04 08:50:00,2023-12-04,08:50:00,Triggered,Monday,Morning,0.25,0.25,00:20:20
124,2023-12-04 08:50:20,2023-12-04,08:50:20,Alarm dismissed,Monday,Morning,0.25,0.25,00:20:20
125,2023-12-05 08:30:00,2023-12-05,08:30:00,Triggered,Tuesday,Morning,0.0,0.5,00:00:08
125,2023-12-05 08:30:08,2023-12-05,08:30:08,Alarm dismissed,Tuesday,Morning,0.0,0.5,00:00:08
126,2023-12-06 08:30:00,2023-12-06,08:30:00,Triggered,Wednesday,Morning,0.0,0.5,00:00:14
126,2023-12-06 08:30:14,2023-12-06,08:30:14,Alarm dismissed,Wednesday,Morning,0.0,0.5,00:00:14
127,2023-12-07 08:30:00,2023-12-07,08:30:00,Triggered,Thursday,Morning,0.0,0.5,00:00:31
127,2023-12-07 08:30:31,2023-12-07,08:30:31,Alarm dismissed,Thursday,Morning,0.0,0.5,00:00:31
128,2023-12-08 08:30:00,2023-12-08,08:30:00,Triggered,Friday,Morning,0.0,0.5,00:00:39
128,2023-12-08 08:30:39,2023-12-08,08:30:39,Alarm dismissed,Friday,Morning,0.0,0.5,00:00:39
129,2023-12-09 08:30:00,2023-12-09,08:30:00,Triggered,Saturday,Morning,0.0,0.5,00:00:22
129,2023-12-09 08:30:22,2023-12-09,08:30:22,Alarm dismissed,Saturday,Morning,0.0,0.5,00:00:22
130,2023-12-10 08:30:00,2023-12-10,08:30:00,Triggered,Sunday,Morning,0.0,0.5,00:00:14
130,2023-12-10 08:30:14,2023-12-10,08:30:14,Alarm dismissed,Sunday,Morning,0.0,0.5,00:00:14
131,2023-12-11 08:30:00,2023-12-11,08:30:00,Triggered,Monday,Morning,0.0,0.5,00:00:08
131,2023-12-11 08:30:08,2023-12-11,08:30:08,Alarm dismissed,Monday,Morning,0.0,0.5,00:00:08
132,2023-12-14 08:30:00,2023-12-14,08:30:00,Triggered,Thursday,Morning,0.0,0.5,00:01:11
132,2023-12-14 08:31:11,2023-12-14,08:31:11,Alarm dismissed,Thursday,Morning,0.0,0.5,00:01:11
133,2023-12-15 08:30:00,2023-12-15,08:30:00,Triggered,Friday,Morning,0.0,0.5,00:00:10
133,2023-12-15 08:30:10,2023-12-15,08:30:10,Alarm dismissed,Friday,Morning,0.0,0.5,00:00:10
134,2023-12-16 08:30:00,2023-12-16,08:30:00,Triggered,Saturday,Morning,0.0,0.5,00:00:09
134,2023-12-16 08:30:09,2023-12-16,08:30:09,Alarm dismissed,Saturday,Morning,0.0,0.5,00:00:09
135,2023-12-17 08:30:00,2023-12-17,08:30:00,Triggered,Sunday,Morning,0.0,0.5,00:00:18
135,2023-12-17 08:30:18,2023-12-17,08:30:18,Alarm dismissed,Sunday,Morning,0.0,0.5,00:00:18
136,2023-12-18 08:30:00,2023-12-18,08:30:00,Triggered,Monday,Morning,0.0,0.5,00:00:13
136,2023-12-18 08:30:13,2023-12-18,08:30:13,Alarm dismissed,Monday,Morning,0.0,0.5,00:00:13
137,2023-12-19 08:30:00,2023-12-19,08:30:00,Triggered,Tuesday,Morning,0.0,0.5,00:00:09
137,2023-12-19 08:30:09,2023-12-19,08:30:09,Alarm dismissed,Tuesday,Morning,0.0,0.5,00:00:09
138,2023-12-20 08:30:00,2023-12-20,08:30:00,Triggered,Wednesday,Morning,0.0,0.5,00:00:09
138,2023-12-20 08:30:09,2023-12-20,08:30:09,Alarm dismissed,Wednesday,Morning,0.0,0.5,00:00:09
139,2023-12-21 05:30:00,2023-12-21,05:30:00,Triggered,Thursday,Morning,0.3333333333333333,0.16666666666666666,00:20:09
139,2023-12-21 05:30:12,2023-12-21,05:30:12,Snooze,Thursday,Morning,0.3333333333333333,0.16666666666666666,00:20:09
139,2023-12-21 05:40:00,2023-12-21,05:40:00,Triggered,Thursday,Morning,0.3333333333333333,0.16666666666666666,00:20:09
139,2023-12-21 05:40:11,2023-12-21,05:40:11,Snooze,Thursday,Morning,0.3333333333333333,0.16666666666666666,00:20:09
139,2023-12-21 05:50:00,2023-12-21,05:50:00,Triggered,Thursday,Morning,0.3333333333333333,0.16666666666666666,00:20:09
139,2023-12-21 05:50:09,2023-12-21,05:50:09,Alarm dismissed,Thursday,Morning,0.3333333333333333,0.16666666666666666,00:20:09
140,2023-12-21 08:30:00,2023-12-21,08:30:00,Triggered,Thursday,Morning,0.0,0.5,00:00:15
140,2023-12-21 08:30:15,2023-12-21,08:30:15,Alarm dismissed,Thursday,Morning,0.0,0.5,00:00:15
141,2023-12-22 05:30:02,2023-12-22,05:30:02,Triggered,Friday,Morning,0.0,0.5,00:01:06
141,2023-12-22 05:31:08,2023-12-22,05:31:08,Alarm dismissed,Friday,Morning,0.0,0.5,00:01:06
142,2023-12-22 08:30:04,2023-12-22,08:30:04,Triggered,Friday,Morning,0.0,0.5,00:00:09
142,2023-12-22 08:30:13,2023-12-22,08:30:13,Alarm dismissed,Friday,Morning,0.0,0.5,00:00:09
143,2023-12-23 05:30:00,2023-12-23,05:30:00,Triggered,Saturday,Morning,0.25,0.25,00:10:10
143,2023-12-23 05:30:14,2023-12-23,05:30:14,Snooze,Saturday,Morning,0.25,0.25,00:10:10
143,2023-12-23 05:40:00,2023-12-23,05:40:00,Triggered,Saturday,Morning,0.25,0.25,00:10:10
143,2023-12-23 05:40:10,2023-12-23,05:40:10,Alarm dismissed,Saturday,Morning,0.25,0.25,00:10:10
144,2023-12-23 08:30:00,2023-12-23,08:30:00,Triggered,Saturday,Morning,0.0,0.5,00:01:37
144,2023-12-23 08:31:37,2023-12-23,08:31:37,Alarm dismissed,Saturday,Morning,0.0,0.5,00:01:37
145,2023-12-24 05:30:00,2023-12-24,05:30:00,Triggered,Sunday,Morning,0.0,0.5,00:00:14
145,2023-12-24 05:30:14,2023-12-24,05:30:14,Alarm dismissed,Sunday,Morning,0.0,0.5,00:00:14
146,2023-12-24 08:30:00,2023-12-24,08:30:00,Triggered,Sunday,Morning,0.0,0.5,00:06:45
146,2023-12-24 08:36:45,2023-12-24,08:36:45,Alarm dismissed,Sunday,Morning,0.0,0.5,00:06:45
147,2023-12-25 05:30:00,2023-12-25,05:30:00,Triggered,Monday,Morning,0.0,0.5,00:00:09
147,2023-12-25 05:30:09,2023-12-25,05:30:09,Alarm dismissed,Monday,Morning,0.0,0.5,00:00:09
148,2023-12-25 08:30:00,2023-12-25,08:30:00,Triggered,Monday,Morning,0.0,0.5,00:00:24
148,2023-12-25 08:30:24,2023-12-25,08:30:24,Alarm dismissed,Monday,Morning,0.0,0.5,00:00:24
149,2023-12-26 05:30:00,2023-12-26,05:30:00,Triggered,Tuesday,Morning,0.375,0.125,00:33:14
149,2023-12-26 05:30:32,2023-12-26,05:30:32,Snooze,Tuesday,Morning,0.375,0.125,00:33:14
149,2023-12-26 05:40:00,2023-12-26,05:40:00,Triggered,Tuesday,Morning,0.375,0.125,00:33:14
149,2023-12-26 05:40:10,2023-12-26,05:40:10,Snooze,Tuesday,Morning,0.375,0.125,00:33:14
149,2023-12-26 05:50:00,2023-12-26,05:50:00,Triggered,Tuesday,Morning,0.375,0.125,00:33:14
149,2023-12-26 05:53:46,2023-12-26,05:53:46,Snooze,Tuesday,Morning,0.375,0.125,00:33:14
149,2023-12-26 06:03:00,2023-12-26,06:03:00,Triggered,Tuesday,Morning,0.375,0.125,00:33:14
149,2023-12-26 06:03:14,2023-12-26,06:03:14,Alarm dismissed,Tuesday,Morning,0.375,0.125,00:33:14
150,2023-12-26 08:30:00,2023-12-26,08:30:00,Triggered,Tuesday,Morning,0.0,0.5,00:04:18
150,2023-12-26 08:34:18,2023-12-26,08:34:18,Alarm dismissed,Tuesday,Morning,0.0,0.5,00:04:18
151,2023-12-27 03:20:00,2023-12-27,03:20:00,Triggered,Wednesday,Night,0.42857142857142855,0.14285714285714285,00:30:19
151,2023-12-27 03:30:01,2023-12-27,03:30:01,Snooze,Wednesday,Night,0.42857142857142855,0.14285714285714285,00:30:19
151,2023-12-27 03:40:00,2023-12-27,03:40:00,Triggered,Wednesday,Night,0.42857142857142855,0.14285714285714285,00:30:19
151,2023-12-27 03:40:51,2023-12-27,03:40:51,Snooze,Wednesday,Night,0.42857142857142855,0.14285714285714285,00:30:19
151,2023-12-27 03:50:00,2023-12-27,03:50:00,Triggered,Wednesday,Night,0.42857142857142855,0.14285714285714285,00:30:19
151,2023-12-27 03:50:06,2023-12-27,03:50:06,Snooze,Wednesday,Night,0.42857142857142855,0.14285714285714285,00:30:19
151,2023-12-27 03:50:19,2023-12-27,03:50:19,Alarm dismissed,Wednesday,Night,0.42857142857142855,0.14285714285714285,00:30:19
152,2023-12-27 06:45:00,2023-12-27,06:45:00,Triggered,Wednesday,Morning,0.0,0.5,00:00:05
152,2023-12-27 06:45:05,2023-12-27,06:45:05,Alarm dismissed,Wednesday,Morning,0.0,0.5,00:00:05
153,2023-12-27 08:30:32,2023-12-27,08:30:32,Triggered,Wednesday,Morning,0.0,0.5,00:00:03
153,2023-12-27 08:30:35,2023-12-27,08:30:35,Alarm dismissed,Wednesday,Morning,0.0,0.5,00:00:03
154,2023-12-28 06:45:00,2023-12-28,06:45:00,Triggered,Thursday,Morning,0.3333333333333333,0.16666666666666666,00:49:38
154,2023-12-28 06:55:01,2023-12-28,06:55:01,Snooze,Thursday,Morning,0.3333333333333333,0.16666666666666666,00:49:38
154,2023-12-28 07:05:00,2023-12-28,07:05:00,Triggered,Thursday,Morning,0.3333333333333333,0.16666666666666666,00:49:38
154,2023-12-28 07:15:00,2023-12-28,07:15:00,Snooze,Thursday,Morning,0.3333333333333333,0.16666666666666666,00:49:38
154,2023-12-28 07:25:00,2023-12-28,07:25:00,Triggered,Thursday,Morning,0.3333333333333333,0.16666666666666666,00:49:38
154,2023-12-28 07:34:38,2023-12-28,07:34:38,Alarm dismissed,Thursday,Morning,0.3333333333333333,0.16666666666666666,00:49:38
155,2023-12-28 08:30:00,2023-12-28,08:30:00,Triggered,Thursday,Morning,0.4,0.2,00:20:23
155,2023-12-28 08:40:00,2023-12-28,08:40:00,Snooze,Thursday,Morning,0.4,0.2,00:20:23
155,2023-12-28 08:50:00,2023-12-28,08:50:00,Triggered,Thursday,Morning,0.4,0.2,00:20:23
155,2023-12-28 08:50:14,2023-12-28,08:50:14,Snooze,Thursday,Morning,0.4,0.2,00:20:23
155,2023-12-28 08:50:23,2023-12-28,08:50:23,Alarm dismissed,Thursday,Morning,0.4,0.2,00:20:23
156,2023-12-29 08:30:00,2023-12-29,08:30:00,Triggered,Friday,Morning,0.0,0.5,00:01:05
156,2023-12-29 08:31:05,2023-12-29,08:31:05,Alarm dismissed,Friday,Morning,0.0,0.5,00:01:05
157,2023-12-30 08:30:00,2023-12-30,08:30:00,Triggered,Saturday,Morning,0.375,0.125,01:00:39
157,2023-12-30 08:40:01,2023-12-30,08:40:01,Snooze,Saturday,Morning,0.375,0.125,01:00:39
157,2023-12-30 08:50:00,2023-12-30,08:50:00,Triggered,Saturday,Morning,0.375,0.125,01:00:39
157,2023-12-30 09:00:00,2023-12-30,09:00:00,Snooze,Saturday,Morning,0.375,0.125,01:00:39
157,2023-12-30 09:10:00,2023-12-30,09:10:00,Triggered,Saturday,Morning,0.375,0.125,01:00:39
157,2023-12-30 09:20:00,2023-12-30,09:20:00,Snooze,Saturday,Morning,0.375,0.125,01:00:39
157,2023-12-30 09:30:00,2023-12-30,09:30:00,Triggered,Saturday,Morning,0.375,0.125,01:00:39
157,2023-12-30 09:30:39,2023-12-30,09:30:39,Alarm dismissed,Saturday,Morning,0.375,0.125,01:00:39
158,2023-12-31 08:30:00,2023-12-31,08:30:00,Triggered,Sunday,Morning,0.25,0.25,00:20:14
158,2023-12-31 08:40:00,2023-12-31,08:40:00,Snooze,Sunday,Morning,0.25,0.25,00:20:14
158,2023-12-31 08:50:00,2023-12-31,08:50:00,Triggered,Sunday,Morning,0.25,0.25,00:20:14
158,2023-12-31 08:50:14,2023-12-31,08:50:14,Alarm dismissed,Sunday,Morning,0.25,0.25,00:20:14
159,2024-01-01 08:30:00,2024-01-01,08:30:00,Triggered,Monday,Morning,0.375,0.125,01:10:00
159,2024-01-01 08:40:01,2024-01-01,08:40:01,Snooze,Monday,Morning,0.375,0.125,01:10:00
159,2024-01-01 08:50:00,2024-01-01,08:50:00,Triggered,Monday,Morning,0.375,0.125,01:10:00
159,2024-01-01 09:00:00,2024-01-01,09:00:00,Snooze,Monday,Morning,0.375,0.125,01:10:00
159,2024-01-01 09:10:00,2024-01-01,09:10:00,Triggered,Monday,Morning,0.375,0.125,01:10:00
159,2024-01-01 09:20:00,2024-01-01,09:20:00,Snooze,Monday,Morning,0.375,0.125,01:10:00
159,2024-01-01 09:30:00,2024-01-01,09:30:00,Triggered,Monday,Morning,0.375,0.125,01:10:00
159,2024-01-01 09:40:00,2024-01-01,09:40:00,Alarm dismissed,Monday,Morning,0.375,0.125,01:10:00
160,2024-01-02 08:30:00,2024-01-02,08:30:00,Triggered,Tuesday,Morning,0.0,0.5,00:00:08
160,2024-01-02 08:30:08,2024-01-02,08:30:08,Alarm dismissed,Tuesday,Morning,0.0,0.5,00:00:08
161,2024-01-03 08:30:00,2024-01-03,08:30:00,Triggered,Wednesday,Morning,0.375,0.125,00:30:05
161,2024-01-03 08:30:09,2024-01-03,08:30:09,Snooze,Wednesday,Morning,0.375,0.125,00:30:05
161,2024-01-03 08:40:00,2024-01-03,08:40:00,Triggered,Wednesday,Morning,0.375,0.125,00:30:05
161,2024-01-03 08:40:12,2024-01-03,08:40:12,Snooze,Wednesday,Morning,0.375,0.125,00:30:05
161,2024-01-03 08:50:00,2024-01-03,08:50:00,Triggered,Wednesday,Morning,0.375,0.125,00:30:05
161,2024-01-03 08:50:11,2024-01-03,08:50:11,Snooze,Wednesday,Morning,0.375,0.125,00:30:05
161,2024-01-03 09:00:00,2024-01-03,09:00:00,Triggered,Wednesday,Morning,0.375,0.125,00:30:05
161,2024-01-03 09:00:05,2024-01-03,09:00:05,Alarm dismissed,Wednesday,Morning,0.375,0.125,00:30:05
162,2024-01-04 10:20:00,2024-01-04,10:20:00,Triggered,Thursday,Morning,0.0,0.5,00:00:11
162,2024-01-04 10:20:11,2024-01-04,10:20:11,Alarm dismissed,Thursday,Morning,0.0,0.5,00:00:11
163,2024-01-05 08:30:00,2024-01-05,08:30:00,Triggered,Friday,Morning,0.0,0.5,00:00:19
163,2024-01-05 08:30:19,2024-01-05,08:30:19,Alarm dismissed,Friday,Morning,0.0,0.5,00:00:19
164,2024-01-06 08:30:00,2024-01-06,08:30:00,Triggered,Saturday,Morning,0.0,0.5,00:00:12
164,2024-01-06 08:30:12,2024-01-06,08:30:12,Alarm dismissed,Saturday,Morning,0.0,0.5,00:00:12
165,2024-01-07 08:30:00,2024-01-07,08:30:00,Triggered,Sunday,Morning,0.0,0.5,00:00:20
165,2024-01-07 08:30:20,2024-01-07,08:30:20,Alarm dismissed,Sunday,Morning,0.0,0.5,00:00:20
166,2024-01-08 08:30:00,2024-01-08,08:30:00,Triggered,Monday,Morning,0.0,0.5,00:00:11
166,2024-01-08 08:30:11,2024-01-08,08:30:11,Alarm dismissed,Monday,Morning,0.0,0.5,00:00:11
167,2024-01-10 08:30:00,2024-01-10,08:30:00,Triggered,Wednesday,Morning,0.0,0.5,00:00:17
167,2024-01-10 08:30:17,2024-01-10,08:30:17,Alarm dismissed,Wednesday,Morning,0.0,0.5,00:00:17
168,2024-01-11 08:30:00,2024-01-11,08:30:00,Triggered,Thursday,Morning,0.0,0.5,00:00:10
168,2024-01-11 08:30:10,2024-01-11,08:30:10,Alarm dismissed,Thursday,Morning,0.0,0.5,00:00:10
169,2024-01-12 08:30:00,2024-01-12,08:30:00,Triggered,Friday,Morning,0.3333333333333333,0.16666666666666666,00:20:13
169,2024-01-12 08:30:25,2024-01-12,08:30:25,Snooze,Friday,Morning,0.3333333333333333,0.16666666666666666,00:20:13
169,2024-01-12 08:40:00,2024-01-12,08:40:00,Triggered,Friday,Morning,0.3333333333333333,0.16666666666666666,00:20:13
169,2024-01-12 08:40:11,2024-01-12,08:40:11,Snooze,Friday,Morning,0.3333333333333333,0.16666666666666666,00:20:13
169,2024-01-12 08:50:00,2024-01-12,08:50:00,Triggered,Friday,Morning,0.3333333333333333,0.16666666666666666,00:20:13
169,2024-01-12 08:50:13,2024-01-12,08:50:13,Alarm dismissed,Friday,Morning,0.3333333333333333,0.16666666666666666,00:20:13
170,2024-01-13 06:45:00,2024-01-13,06:45:00,Triggered,Saturday,Morning,0.0,0.5,00:00:09
170,2024-01-13 06:45:09,2024-01-13,06:45:09,Alarm dismissed,Saturday,Morning,0.0,0.5,00:00:09
171,2024-01-13 07:00:00,2024-01-13,07:00:00,Triggered,Saturday,Morning,0.25,0.25,00:10:06
171,2024-01-13 07:00:18,2024-01-13,07:00:18,Snooze,Saturday,Morning,0.25,0.25,00:10:06
171,2024-01-13 07:10:00,2024-01-13,07:10:00,Triggered,Saturday,Morning,0.25,0.25,00:10:06
171,2024-01-13 07:10:06,2024-01-13,07:10:06,Alarm dismissed,Saturday,Morning,0.25,0.25,00:10:06
